ticker,year,month_name,sentiment,news_count,avg_daily_return
SWKS,2019,July,positive,2,-0.529998779296875
SWKS,2019,June,positive,2,1.4300003051757812
SWKS,2020,July,negative,2,3.0800018310546875
TROW,2017,May,positive,2,-0.3899993896484375
TROW,2018,December,negative,2,-1.480003356933608
TROW,2018,September,negative,2,-1.1399993896484233
TROW,2020,February,neutral,2,0.92999267578125
TROW,2020,July,positive,2,4.019996643066406
TROW,2021,January,negative,2,0.3899993896484375
TROW,2022,August,positive,2,-1.0800018310546875
TSCO,2011,June,negative,2,0.13499832153320312
TSCO,2012,July,negative,2,-0.3899993896484304
TSCO,2012,June,positive,2,0.38500213623046875
TSCO,2012,May,neutral,2,-0.33499908447265625
TSCO,2012,October,negative,2,-1.4699974060058594
TSCO,2017,April,positive,2,-2.5
TXN,2009,June,neutral,2,0.05000114440918324
TXN,2013,January,neutral,2,0.1100006103515625
TXN,2013,June,negative,2,0.3699989318847656
TXN,2019,August,negative,2,0.4700012207031108
TXN,2019,January,neutral,2,-1.3800048828125284
TXN,2019,September,positive,2,-1.6300048828124858
TXN,2020,January,negative,2,1.3199920654296875
TYL,2015,September,neutral,2,0.1300048828125
TYL,2018,July,positive,2,3.30999755859375
TYL,2018,July,negative,2,2.239990234375
TYL,2019,May,negative,2,2.650009155273409
TYL,2019,May,positive,2,0.3699951171875
TYL,2019,October,neutral,2,3.79998779296875
TYL,2019,October,negative,2,-0.20001220703125
TYL,2020,July,positive,2,-1.7200012207031818
TYL,2020,June,neutral,2,1.839996337890625
TYL,2021,July,positive,2,4.679992675781307
UHS,2010,March,negative,2,0
UHS,2013,April,negative,2,-1.2399978637695312
UHS,2015,June,negative,2,10.149993896484375
UHS,2019,August,positive,2,0.480010986328125
UHS,2020,December,neutral,2,2.3800048828125
UHS,2020,September,positive,4,-1.4949989318847656
UHS,2022,June,positive,2,0.3699951171874716
UHS,2022,September,neutral,2,-2.2099990844726562
V,2022,August,neutral,2,-1.5400085449218466
V,2022,August,negative,2,2.94000244140625
V,2022,December,negative,2,1.9300079345703125
V,2022,November,neutral,2,3.0299987792969034
V,2022,October,positive,2,-1.95001220703125
VRSK,2019,March,positive,2,-0.05000305175782671
VRSK,2021,December,negative,2,0.9499969482421591
VRSK,2021,July,neutral,2,1.5599975585937784
VRSK,2021,March,positive,2,2.25
VRSN,2013,April,negative,4,-0.36000061035156605
VRSN,2013,May,negative,2,0.5200004577636719
VRSN,2014,June,positive,2,-0.8900032043457031
VRSN,2014,June,negative,2,0.6000022888183594
VRSN,2014,March,positive,2,-0.18000030517578125
VRSN,2015,March,neutral,2,-0.25
VRSN,2015,March,positive,2,0.5400009155273438
VRSN,2015,March,negative,2,0.43999481201171875
VRSN,2021,March,positive,2,0.04000854492184658
VRTX,2012,November,neutral,4,1.470001220703125
VRTX,2014,June,positive,2,-4.489997863769531
VRTX,2014,June,neutral,2,1.5500030517578125
VRTX,2015,July,positive,2,4.239997863769531
VRTX,2016,September,neutral,2,-4.899993896484361
VRTX,2017,July,neutral,2,2.9499969482421875
VRTX,2017,July,negative,2,-2.1100006103515625
VRTX,2018,January,negative,2,0.149993896484375
VRTX,2020,February,positive,2,-2.189987182617216
VTR,2017,February,negative,2,-0.5400009155273438
VTR,2022,November,positive,2,-0.9899978637695312
WBA,2018,June,positive,2,0.20999908447265625
WBA,2018,September,neutral,2,-0.9199981689453125
WBA,2019,December,neutral,2,-0.14000320434570312
WBA,2019,November,neutral,2,1.2199974060058594
WBA,2022,November,positive,2,0.3100013732910156
WDC,2015,September,neutral,2,0.6500015258789062
WDC,2016,August,negative,2,0.7799987792968821
WDC,2016,July,neutral,2,-0.6199989318847727
WDC,2016,May,positive,2,0.4900016784667969
WDC,2016,May,negative,2,0.020000457763671875
WDC,2016,September,neutral,2,3.7399978637695312
WDC,2020,December,neutral,2,5.489997863769531
WDC,2021,April,negative,2,0.9599990844726562
WDC,2021,March,negative,2,0.4499969482421875
WYNN,2021,November,neutral,2,-1.1599960327148295
WYNN,2021,November,negative,2,-2.779998779296875
WYNN,2022,April,negative,2,-1.1300048828125
WYNN,2022,February,negative,2,2.569999694824247
WYNN,2022,January,positive,2,-0.01999664306639204
WYNN,2022,July,neutral,2,-0.8799972534179616
WYNN,2022,May,positive,2,-0.9899978637695312
WYNN,2022,September,negative,2,3.130004882812507
ZBRA,2017,March,negative,2,0.8899993896484375
ZBRA,2017,November,neutral,2,-3.5800018310546733
ZBRA,2017,October,positive,2,0.12000274658204546
ZBRA,2018,April,neutral,2,-3.410003662109375
ZBRA,2018,February,negative,2,-1.0500030517577983
ZBRA,2018,January,neutral,2,0.25
ZBRA,2018,July,neutral,2,-1.7899932861328125
ZBRA,2018,May,positive,2,-5.7199859619140625
ZBRA,2018,November,positive,2,-3.180007934570341
ZBRA,2022,March,negative,2,4.629974365234318
