date_id,company_id,volume,open_price,close_price,daily_return
20000929,5,7421640800,0.5033479928970337,0.4598209857940674,-0.04352700710296631
19970806,5,4190480000,0.2254460006952285,0.234933003783226,0.00948700308799752
19970807,5,3755438400,0.2566959857940674,0.2606030106544494,0.003907024860382025
20030609,719,3565254095,7.79630708694458,7.758285999298096,-0.038021087646484375
20080123,5,3372969600,4.86392879486084,4.966785907745361,0.10285711288452148
19990921,5,3357558400,0.6534600257873535,0.6183040142059326,-0.0351560115814209
20070109,5,3349298400,3.087500095367432,3.3060710430145264,0.21857094764709428
20050113,5,3164716800,1.316249966621399,1.2464289665222168,-0.06982100009918213
20070110,5,2952880000,3.3839290142059326,3.464286088943481,0.08035707473754838
19830923,5,2832345600,0.1116070002317428,0.1082589998841285,-0.003348000347614302
20041014,5,2768427200,0.7712500095367432,0.8032140135765076,0.031964004039764404
20050414,5,2753192400,1.386070966720581,1.330713987350464,-0.055356979370116965
20051012,5,2697486400,1.7374999523162842,1.7589290142059326,0.021429061889648438
20060406,5,2663768800,2.43928599357605,2.544286012649536,0.10500001907348633
20080929,5,2622057200,4.272142887115479,3.759285926818848,-0.5128569602966313
20050111,5,2611627200,1.21875,1.152856945991516,-0.06589305400848411
20041122,5,2568210400,1.1035710573196411,1.0955359935760498,-0.008035063743591309
19980716,5,2561350400,0.3381699919700622,0.3348209857940674,-0.0033490061759948175
20080122,5,2434754000,5.287857055664063,5.558570861816406,0.27071380615234286
20001002,5,2424788800,0.4765630066394806,0.4330359995365143,-0.04352700710296631
20070118,5,2364605600,3.289285898208618,3.1810710430145264,-0.1082148551940918
20060329,5,2346834000,2.111785888671875,2.2260708808898926,0.11428499221801758
20080115,5,2343278000,6.347143173217773,6.037143230438232,-0.309999942779541
20070905,5,2328222400,5.177499771118164,4.884285926818848,-0.2932138442993164
20050215,5,2312217600,1.5475000143051147,1.5787500143051147,0.03125
20081003,5,2294398400,3.7142860889434814,3.4667859077453613,-0.24750018119812012
19981014,5,2280017600,0.3549109995365143,0.3337050080299377,-0.021205991506576594
20060110,5,2279869200,2.7232139110565186,2.887856960296631,0.1646430492401123
20081022,5,2248808800,3.477499961853028,3.4596428871154785,-0.017857074737549272
20060405,5,2233408800,2.311070919036865,2.4003570079803467,0.08928608894348189
20050107,5,2227450400,1.160714030265808,1.2366069555282593,0.07589292526245117
20081010,5,2219299600,3.06071400642395,3.457143068313598,0.396429061889648
20080116,5,2213845200,5.901071071624756,5.701428890228272,-0.1996421813964835
20081008,5,2207741200,3.068213939666748,3.2067859172821045,0.13857197761535645
20081021,5,2193660000,3.462500095367432,3.2674999237060547,-0.1950001716613774
20070726,5,2186629200,5.211071014404297,5.214285850524902,0.0032148361206054688
19890127,5,2127171200,0.3415180146694183,0.3359380066394806,-0.005580008029937689
19930716,5,2120596800,0.2544640004634857,0.2455359995365142,-0.008928000926971519
20081006,5,2107417200,3.2842860221862797,3.505000114440918,0.22071409225463823
19990427,5,2106048000,0.3839290142059326,0.4084819853305816,0.024552971124648992
20050714,5,2096060400,1.456786036491394,1.4553569555282593,-0.0014290809631347656
20070425,91,2086584000,2.6559998989105225,2.8405001163482666,0.18450021743774414
20080207,5,2083331600,4.284643173217773,4.329999923706055,0.04535675048828125
20080107,5,2072193200,6.473214149475098,6.34428596496582,-0.12892818450927734
20050511,5,2041981200,1.2571430206298828,1.2717859745025637,0.014642953872680886
20001003,5,2038120000,0.4453130066394806,0.3984380066394806,-0.046875
19981216,91,2035944000,2.159374952316284,2.4083330631256104,0.24895811080932617
20080124,5,2005866800,4.999642848968506,4.8428568840026855,-0.1567859649658203
20081014,5,1980994400,4.1521430015563965,3.717143058776856,-0.43499994277954057
20081016,5,1980521200,3.563214063644409,3.638928890228272,0.07571482658386275
20060720,5,1972146400,2.177143096923828,2.1607139110565186,-0.01642918586730957
20081029,5,1950978400,3.6021430492401123,3.733928918838501,0.13178586959838867
20061227,5,1935754800,2.791070938110352,2.911428928375244,0.12035799026489213
20050112,5,1919702400,1.1687500476837158,1.1689289808273315,0.00017893314361572266
20070607,5,1915079600,4.463929176330566,4.431070804595947,-0.03285837173461914
20070906,5,1901261600,4.841429233551025,4.821785926818848,-0.019643306732177734
19991014,5,1898803200,0.6183040142059326,0.6534600257873535,0.0351560115814209
20071108,5,1890378000,6.666786193847656,6.266786098480225,-0.40000009536743164
20080609,5,1888392800,6.599643230438232,6.4860711097717285,-0.1135721206665039
19970106,5,1882832000,0.1573659926652908,0.1595979928970337,0.0022320002317428866
20110118,5,1880998000,11.76857089996338,12.166070938110352,0.3975000381469709
20080722,5,1879592400,5.3214287757873535,5.786428928375244,0.4650001525878906
20081007,5,1878772000,3.588571071624756,3.184286117553711,-0.4042849540710449
20070611,5,1874258400,4.5,4.292500019073486,-0.20749998092651367
20010419,5,1873670400,0.4562500119209289,0.4592860043048858,0.003035992383956909
19910501,5,1868372800,0.4285709857940674,0.421875,-0.006695985794067383
20100126,5,1867110000,7.35535717010498,7.355000019073486,-0.00035715103149325245
20070816,5,1866690000,4.178928852081299,4.180356979370117,0.0014281272888183594
20051013,5,1865575600,1.7657140493392944,1.919286012649536,0.15357196331024148
20081113,5,1854087200,3.2096428871154785,3.444286108016968,0.2346432209014897
20060804,5,1852866400,2.394643068313598,2.43928599357605,0.044642925262451616
19980416,5,1837953600,0.2611609995365143,0.2555800080299377,-0.005580991506576594
20090115,5,1831634000,2.877500057220459,2.977857112884521,0.10035705566406206
20000120,5,1831132800,1.03125,1.0133930444717407,-0.017856955528259277
